Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
18.65,Male,49.76,1.68,192.98,145.25,64.04,1.22,1167.3,Cardio,21.804311460121298,2.1,2.99,1.96,17.63,2.01,-0.03,195.54,77.98,52.2,1385.0,Other,Snack,Vegetarian,42.5,1170.73,52.72,176.1,Steamed,6.05,97.22,2.98,Leg Raises,3.99,22.03,Improves flexibility,346.63,"Chest, Triceps, Shoulders",Parallel Bars or Chair,Advanced,Forearms,Lats,Bicycle crunches,17.630385487528347,1563.88,0.5001406757551731,1.567122186495177,0.6298278268962307,0.7526686703285315,217.70000000000005,38.91017461744365,845.7772,7.991947054663026e+19,Medium
28.67,Male,68.83,1.72,171.04,168.06,61.69,1.08,1036.8,Cardio,26.472041880291822,1.69,3.99,2.0,23.27,1.99,-0.04,234.13,93.64,62.24,1947.0,Other,Lunch,Balanced,8.36,1862.27,36.89,453.33,Boiled,19.14,20.93,1.74,Decline Push-ups,5.01,15.05,Improves back strength and posture,345.33,"Core, Shoulders, Hips",Wall,Advanced,Shoulders,Wrist Extensors,Bicycle crunches,23.26595457003786,1871.24,0.5004809644941323,1.3604532907162574,0.972748056698674,0.982577174929841,910.2,50.60929357379514,745.9128000000001,7.750391135888432e+19,Medium
35.71,Male,59.88,1.72,161.63,127.61,50.82,1.63,1907.1,Strength,23.558044117114218,2.7,5.02,3.0,20.24,3.0,0.02,179.65,72.06,48.19,1885.0,Other,Lunch,Paleo,31.94,83.45,154.51,496.65,Roasted,52.72,23.86,3.0,Bird Dogs,5.0,14.95,Full body workout,361.7,"Chest, Triceps",Bench or Step,Beginner,Abs,Upper,Romanian deadlifts,20.240670632774474,1440.55,0.4988372496615876,1.2034068136272544,0.6929879974731522,0.7895192724122997,-22.09999999999991,45.77344318267201,1179.1419999999998,1.1314303462416474e+20,Very High
29.91,Male,62.53,1.52,178.23,137.91,71.15,1.79,2094.3,Strength,29.507425778235667,2.7,3.99,3.0,27.06,3.0,1.98,336.53,134.34,89.93,1882.0,Other,Snack,Vegetarian,37.74,707.62,7.41,368.37,Boiled,52.11,114.61,1.89,Tricep Extensions,5.0,18.96,Improves core stability and balance,346.57,Shoulders,Resistance Band or Cable Machine,Advanced,Abs,Triceps,Leg extensions,27.06457756232687,2692.8500000000004,0.4998867371000983,2.148408763793379,0.6234590960029884,0.7737754586769904,-212.30000000000015,44.07900666086924,1240.7206,7.980654552388716e+19,Medium
47.74,Female,56.11,1.51,185.07,125.92,51.92,1.37,987.22,Yoga,27.01923845169804,2.09,4.01,2.01,24.61,2.99,-0.02,214.5,85.73,57.82,1463.0,Other,Snack,Vegetarian,34.63,1711.41,55.46,130.95,Roasted,18.42,96.33,2.01,Dead Bugs,5.01,23.01,Strengthens lower abs,330.04,"Rear Deltoids, Upper Back",Cable Machine,Intermediate,Back,Anterior,Hammer curls,24.608569799570198,1721.3000000000002,0.4984604659269157,1.527891641418642,0.5557641757416448,0.6803912033284704,475.78,40.94950530475223,904.3096000000002,5.354114802102749e+19,Low
47.98,Female,84.38,1.82,175.96,149.44,70.35,1.9,1483.14,Yoga,27.682848771212285,3.49,5.0,3.01,25.47,3.0,0.01,232.49,93.11,61.94,2550.0,Other,Breakfast,Paleo,11.98,331.43,130.67,389.74,Raw,11.66,28.25,4.08,Leg Press,4.0,20.97,Builds explosive power,362.18,"Obliques, Core",Cable Machine,Advanced,Abs,Triceps,Triceps dips,25.473976572877667,1859.86,0.5000161302463626,1.1034605356719602,0.7488874159643972,0.8492839281654921,1066.86,61.02121220685107,1376.284,1.14375464015977e+20,Very High
51.42,Female,64.74,1.6,168.94,124.93,55.25,1.5,1077.3,Yoga,27.35854415362905,2.5,3.97,1.97,25.29,3.01,0.02,210.65,84.5,55.7,1742.0,Other,Dinner,Paleo,39.62,1090.75,44.87,221.01,Raw,37.04,80.86,2.87,Mountain Climbers,5.01,23.0,Targets abdominal muscles,341.31,"Glutes, Hamstrings, Core","Bench, Barbell",Beginner,Shoulders,Quads,Seated cable rows,25.289062499999996,1681.9,0.5009810333551341,1.3052208835341366,0.6128947136951359,0.7394933112347579,664.7,47.02807851494055,1023.93,7.043483118434847e+19,Medium
54.67,Male,80.07,1.66,194.74,159.88,68.03,1.06,1050.35,Strength,31.38001237498827,1.87,2.02,1.01,29.06,4.0,1.98,301.66,120.09,80.61,2255.0,Other,Lunch,Vegan,35.03,1573.59,177.79,432.59,Baked,16.09,81.5,2.22,Dragon Flags,4.0,18.89,Strengthens shoulders,336.8,"Chest, Triceps, Shoulders",Box or Platform,Intermediate,Shoulders,Middle,Hammer curl,29.05719262592539,2412.49,0.500163731248627,1.499812663919071,0.7248835924552126,0.8209920920201293,1204.65,54.94402409134689,714.0160000000001,6.318352740522625e+19,Low
36.77,Male,70.57,1.77,161.48,122.81,51.74,1.01,666.6,Yoga,27.209978940418964,1.69,2.04,1.0,22.53,3.02,-0.0,186.91,75.28,49.16,1810.0,Other,Breakfast,Low-Carb,1.0,1522.0,245.39,110.0,Raw,39.15,24.69,3.69,Decline Push-ups,5.0,16.08,Improves core stability and balance,351.04,"Back, Core, Shoulders",None or Dumbbells,Beginner,Abs,Lower,Wrist curl,22.525455648121543,1491.1999999999998,0.501368025751073,1.0667422417457844,0.6476216511755057,0.7605276195194451,1143.4,51.36791786174633,709.1008,8.861354802338383e+19,High
19.98,Male,75.19,1.75,183.76,121.05,73.0,1.33,957.6,Yoga,24.88243005533755,3.29,3.02,2.0,24.55,3.0,0.04,311.17,124.77,83.11,2062.0,Other,Snack,Keto,29.18,350.31,203.25,262.27,Boiled,22.45,66.72,3.7,Lunges,4.0,19.14,Improves lower back strength,356.28,"Quadriceps, Hamstrings, Glutes",Parallel Bars or Chair,Intermediate,Back,Quads,Skull crushers,24.551836734693875,2491.75,0.4995204173773452,1.6593961963026995,0.433820873961719,0.6587396604266434,1104.4,56.4809008413917,947.7048,1.0001465492765191e+20,High
50.19,Male,89.95,1.7,167.92,124.28,74.08,0.82,722.91,Cardio,31.07057565295776,2.71,2.04,1.02,31.12,4.0,3.01,304.27,121.93,81.15,2371.0,Other,Breakfast,Vegetarian,40.71,1570.59,55.97,111.8,Boiled,6.88,14.16,3.03,Scissors Kicks,4.0,23.04,Improves shoulder mobility and posture,336.26,"Core, Shoulders, Hips",Cable Machine,Advanced,Arms,Lateral,Decline cable crossovers,31.124567474048447,2435.15,0.4997967271009998,1.3555308504724848,0.5349531116794545,0.740114340161982,1648.09,62.00201720016449,551.4663999999999,6.236087621395126e+19,Low
30.74,Male,64.67,1.7,160.06,143.36,69.84,1.97,2814.93,HIIT,20.1484577064983,2.7,5.0,2.99,22.38,2.98,3.01,337.99,135.12,89.82,1805.0,Other,Lunch,Vegetarian,41.83,559.43,196.71,300.58,Roasted,56.11,41.22,4.07,Dead Bugs,3.99,15.01,Builds upper body strength,347.8,"Upper Chest, Triceps",Barbell,Intermediate,Legs,Quads,Bird dog,22.377162629757787,2700.82,0.5005738997785858,2.0893768362455543,0.8148969186433165,0.8956641259527678,-1009.9299999999998,51.63999240120755,1370.332,8.21497278948747e+19,Medium
33.3,Female,53.7,1.52,193.99,126.25,73.06,1.02,1230.83,HIIT,24.88956569189405,2.32,2.01,1.0,23.24,2.0,0.0,243.96,97.26,63.99,1415.0,Other,Lunch,Vegan,4.24,1563.44,217.55,299.32,Raw,17.33,11.21,3.21,Scissors Kicks,4.01,16.1,Targets obliques and improves core rotation,336.92,Full Body,Dumbbells or Barbell,Advanced,Abs,Triceps,Seated cable rows,23.24272853185596,1940.79,0.5028055585612045,1.8111731843575416,0.4398412304639047,0.6508067426155987,184.17000000000007,40.3343032234529,687.3168000000001,6.336762723815277e+19,Low
57.48,Male,90.14,1.72,198.9,150.42,55.12,0.9,1089.99,HIIT,35.0,2.09,2.01,1.01,30.47,3.02,0.02,314.13,125.89,83.25,2514.0,Other,Snack,Keto,7.74,215.78,59.23,480.51,Boiled,58.06,44.44,3.81,Kettlebell Swings,3.99,23.0,Targets lower chest,336.37,"Quadriceps, Hamstrings, Glutes",Cable Machine,Advanced,Shoulders,Wrist Extensors,Hammer curls,30.469172525689565,2509.33,0.5007392411520206,1.3966052806745064,0.662818194463764,0.756259426847662,1424.01,58.591,605.466,6.252768639725975e+19,Low
39.03,Male,63.9,1.69,190.08,148.26,58.04,1.25,1200.0,Cardio,26.23763098205891,1.89,3.99,2.0,22.37,2.98,1.98,311.37,125.16,82.97,1723.0,Other,Breakfast,Paleo,46.47,1084.87,87.54,486.86,Roasted,34.33,58.1,2.87,Plyometric Push-ups,2.98,12.0,Improves core stability and balance,249.88,"Core, Obliques",Box or Platform,Beginner,Abs,Lower Chest,Donkey kicks,22.37316620566507,2492.85,0.499620915819243,1.9586854460093897,0.6832777946076946,0.7799873737373736,523.0,47.134153802464354,624.7,5.524473317648026e+18,Low
20.95,Male,73.16,1.68,162.15,126.96,70.12,1.18,1556.3,HIIT,27.87182909780491,1.8,3.0,1.99,25.92,3.02,-0.02,307.65,123.21,81.93,2052.0,Other,Breakfast,Low-Carb,15.78,2275.9,224.74,362.44,Grilled,52.12,9.76,2.71,Thrusters,5.02,23.97,Builds unilateral leg strength,354.73,Calves,Bench or Chair,Beginner,Chest,Posterior,Face pulls,25.92120181405896,2460.81,0.5000792422007387,1.684117003827228,0.6176246876018688,0.7829787234042552,495.7000000000001,52.76896983204593,837.1628,9.65152625563243e+19,High
55.83,Female,59.28,1.56,181.97,155.07,56.83,1.27,914.4,Yoga,26.62963236694885,2.61,4.0,2.0,24.36,2.99,-0.01,301.22,121.3,80.94,1722.0,Other,Lunch,Balanced,9.47,1453.65,111.86,331.13,Steamed,57.22,20.8,1.71,Renegade Rows,3.01,9.9,Strengthens shoulders,175.13,"Obliques, Core",Cable Machine or Resistance Band,Beginner,Forearms,Wrist Flexors,Concentration curls,24.35897435897436,2418.54,0.4981848553259405,2.046221322537112,0.7850407543551222,0.8521734351816234,807.6,43.49395393287272,444.8302,3.046355137124163e+17,Low
40.91,Male,72.5,1.96,161.83,167.85,51.08,0.52,457.18,Cardio,21.606896265246608,2.5,2.01,1.0,18.87,2.0,2.01,270.52,108.63,72.37,1684.0,Other,Snack,Low-Carb,12.56,1563.63,189.12,389.15,Boiled,30.67,89.68,3.77,Jumping Jacks,5.0,25.09,Builds explosive upper body power,338.43,Full Body,Kettlebell,Intermediate,Legs,Quads,Leg extensions,18.872344856309876,2167.93,0.499130506981314,1.4983448275862068,1.054356659142212,1.0371995303713772,1226.82,56.83500020769621,351.9672,6.572479293855097e+19,Medium
50.02,Male,86.84,1.6,182.11,121.4,67.18,0.77,930.85,HIIT,34.539601469868465,3.11,2.03,1.0,33.92,1.98,3.0,381.99,153.05,102.22,2314.0,Other,Breakfast,Vegetarian,20.48,841.38,121.46,241.77,Roasted,47.75,110.1,1.22,Burpees,5.02,23.01,Strengthens core and improves mobility,374.29,Lower Abs,None or Dumbbell,Intermediate,Chest,Grip Strength,Fat grip dumbbell curl,33.92187499999999,3060.14,0.4993104890625919,1.762436665131276,0.4717654224310449,0.6666300587556971,1383.15,56.84581008356623,576.4066,1.4963181491050676e+20,Very High
36.91,Male,55.83,1.57,182.31,123.23,52.73,0.96,1161.6,HIIT,24.317449153925065,2.38,2.01,1.0,22.65,2.02,0.98,207.71,83.96,54.64,1510.0,Other,Snack,Keto,20.62,2050.06,222.97,238.26,Grilled,8.91,22.38,2.16,Shoulder Press,4.0,24.92,Targets biceps and forearms,340.76,Shoulders,Low Bar or TRX,Beginner,Shoulders,Lateral,Seated calf raises,22.65000608543957,1658.44,0.500976821591375,1.5038509761776822,0.54406544219787,0.6759365915199386,348.4000000000001,42.25356813736364,654.2592,6.95131184024191e+19,Medium
44.23,Female,90.16,1.99,192.09,134.69,57.76,1.4,1846.46,HIIT,22.257955245883903,2.0,3.96,1.99,22.77,3.01,1.01,320.96,128.34,85.97,2462.0,Other,Lunch,Low-Carb,7.01,2404.43,245.63,98.69,Raw,60.15,49.39,1.88,Lateral Raises,4.97,14.97,Builds lower body power,337.36,"Back, Biceps",Bench or Chair,Intermediate,Forearms,Lateral,Dumbbell curls,22.7671018408626,2570.93,0.4993679330047881,1.423469387755102,0.5726941115164148,0.701181737727107,615.54,70.09222755031108,944.608,6.4046695516333965e+19,Low
45.45,Male,65.56,1.57,191.79,132.69,58.94,0.67,810.7,HIIT,27.988485618533247,2.29,2.0,1.0,26.6,3.0,0.0,235.76,93.81,62.96,1774.0,Other,Dinner,Vegetarian,39.6,1085.69,132.53,135.22,Raw,24.53,53.53,4.6,Resistance Band Pull-Aparts,4.04,15.12,Targets lower abs,343.61,Core,Bench or Sturdy Surface,Beginner,Abs,Middle,Dumbbell rows,26.59742788754108,1884.92,0.500307705366806,1.4309029896278218,0.5551373729770418,0.6918504614422024,963.3,47.210748828489606,460.4374,7.440656584008263e+19,Medium
46.71,Male,61.66,1.54,189.79,131.06,61.15,1.95,2031.12,Cardio,24.15915720323017,2.69,4.0,3.02,26.0,3.01,0.01,226.04,90.59,60.53,1601.0,Other,Snack,Keto,22.7,1404.14,6.26,258.6,Roasted,7.82,102.64,1.48,Box Jumps,4.0,17.02,Strengthens lower abs and hip flexors,349.73,Full Body,"Bench, Barbell",Advanced,Arms,Anterior,Towel pull-up,25.9993253499747,1811.29,0.4991801423295,1.4691858579305872,0.5434546019900498,0.6905527161599663,-430.1199999999999,46.76346366848828,1363.947,8.594824169833816e+19,High
55.95,Female,88.66,1.85,160.34,143.95,59.12,1.57,1630.29,Cardio,25.685661973803946,3.51,3.99,2.98,25.91,2.0,-0.02,222.48,88.66,58.97,2232.0,Other,Snack,Paleo,41.74,138.31,51.64,402.18,Grilled,22.43,14.23,1.12,Reverse Lunges,5.0,20.01,Improves flexibility,358.31,"Glutes, Hamstrings",Resistance Band,Advanced,Abs,Quads,Romanian deadlifts,25.905040175310443,1775.29,0.5012814807721555,1.0,0.8380754791543171,0.8977797180990394,601.71,65.88709209402542,1125.0934,1.0476593251122635e+20,High
18.23,Male,92.63,1.74,194.99,168.53,49.7,1.41,1398.44,Strength,30.47196366895548,3.09,1.99,1.02,30.6,2.99,-0.01,280.88,112.4,75.5,2524.0,Other,Lunch,Balanced,12.95,1657.1,281.1,155.9,Boiled,59.1,108.39,2.42,Lunges,4.97,17.9,Builds explosive power,347.9,"Chest, Triceps",Resistance Band or Cable Machine,Beginner,Abs,Wrist Extensors,Preacher curls,30.59519091029198,2252.62,0.4987614422317124,1.2134297743711542,0.8178814784224653,0.864300733370942,1125.56,64.40382005344654,981.078,8.234285824176996e+19,Medium
27.8,Male,66.33,1.91,175.07,158.02,56.12,1.19,1442.52,HIIT,23.62995887865657,3.0,3.01,1.02,18.18,4.01,-0.03,232.68,93.11,62.0,1926.0,Other,Dinner,Low-Carb,26.62,812.36,257.51,236.87,Fried,27.44,47.91,3.4,Leg Press,4.01,14.96,Activates and strengthens glutes,365.52,"Glutes, Hamstrings",None or Dumbbell,Advanced,Forearms,Anterior,Concentration curls,18.182067377538992,1861.16,0.5000752219046186,1.4037388813508216,0.8566624632198404,0.9026103844176616,483.48,50.65624827578709,869.9375999999999,1.2328237154438617e+20,Very High
34.11,Male,111.27,1.86,188.0,138.91,61.92,1.43,1257.26,Cardio,29.30030160371184,3.6,2.0,1.0,32.16,2.97,0.03,237.0,94.01,63.21,2828.0,Other,Snack,Balanced,23.78,2428.83,260.13,474.62,Baked,26.02,82.06,2.0,Leg Press,4.02,19.95,Targets obliques and improves core rotation,358.75,Calves,Low Bar or TRX,Beginner,Legs,Lower,Romanian deadlifts,32.162677766215744,1892.93,0.5008109121837575,0.8448818189988317,0.6106440355329948,0.7388829787234042,1570.74,78.66755440554984,1026.025,1.0582150859516654e+20,High
22.51,Female,42.49,1.56,174.34,132.94,65.74,1.46,1403.94,Cardio,18.99647490861025,2.62,2.99,2.02,17.46,3.01,0.03,309.34,124.09,82.73,970.0,Other,Lunch,Balanced,10.18,2006.31,176.0,173.28,Baked,20.16,105.22,4.61,Decline Push-ups,4.0,21.06,Improves lower back strength,330.68,Calves,Resistance Band,Intermediate,Legs,Triceps,Bird dog,17.45973044049967,2478.29,0.4992797453082568,2.9204518710284773,0.6187845303867403,0.762532981530343,-433.94000000000005,34.41839781133151,965.5856,5.43949968482521e+19,Low
38.08,Female,81.46,1.72,186.87,147.58,57.85,1.5,1169.1,Yoga,30.98321059979792,3.49,5.0,2.99,27.54,2.0,0.03,203.13,82.36,54.84,2312.0,Other,Lunch,Low-Carb,49.51,750.88,83.97,360.3,Boiled,30.92,33.36,2.53,Plyo Squats,2.99,15.08,Full body workout,139.91,Shoulders,Bench or Chair,Beginner,Forearms,Upper,Pull-ups,27.535154137371556,1635.52,0.4967961260027392,1.011048367296833,0.6954735699891491,0.7897468828597421,1142.9,56.221076645404615,419.73,4.8986449137221224e+16,Low
29.78,Male,70.69,1.56,170.99,125.23,61.65,1.03,1111.47,Strength,28.99920386662117,2.43,4.0,1.99,29.05,2.99,-0.03,237.44,94.17,63.1,1876.0,Other,Lunch,Vegan,20.03,715.92,187.75,220.49,Steamed,40.02,85.07,2.01,Burpees,3.97,23.09,Improves coordination and cardiovascular health,359.8,"Lower Abs, Hip Flexors",Cable Machine or Resistance Band,Advanced,Shoulders,Middle,Romanian deadlifts,29.047501643655487,1894.34,0.5013672308033404,1.3321544772952327,0.5814889336016097,0.7323820106438973,764.53,50.19046278668549,741.188,1.083783104198879e+20,High
25.04,Male,53.45,1.7,189.68,164.03,56.12,0.58,701.16,HIIT,21.45185509149971,2.09,3.05,1.0,18.49,2.99,0.0,310.13,123.81,82.58,1480.0,Other,Dinner,Keto,41.8,833.91,104.73,495.55,Grilled,13.74,80.94,4.66,Bicep Curls,2.99,10.05,Improves core stability and balance,354.64,Lower Abs,Bench or Chair,Beginner,Legs,Triceps,Preacher curls,18.49480968858132,2478.98,0.5004154934690881,2.3163704396632365,0.8079514824797843,0.8647722479966259,778.84,41.98398345359341,411.3824,9.631541628402903e+19,High
45.24,Female,113.12,1.71,189.92,129.09,63.18,0.83,547.8,Yoga,35.0,2.29,2.04,1.0,38.69,3.04,0.02,209.69,84.05,55.99,2934.0,Other,Lunch,Paleo,21.44,429.67,47.51,237.43,Roasted,6.68,106.71,2.7,Windshield Wipers,4.98,21.98,Improves core stability and upper body strength,372.95,Triceps,Resistance Band,Beginner,Legs,Wrist Extensors,Incline dumbbell press,38.68540747580453,1678.87,0.499597943855093,0.7430162659123054,0.5200410288780181,0.6797072451558551,2386.2,73.528,619.097,1.4531101466358114e+20,Very High
42.99,Female,113.25,1.83,160.77,134.11,62.8,1.46,1925.59,HIIT,33.830849304452954,2.91,3.97,1.99,33.82,2.98,-0.02,286.29,114.29,76.66,3058.0,Other,Snack,Low-Carb,26.03,2355.16,296.37,119.48,Roasted,23.08,103.91,1.2,Frog Jumps,3.0,9.91,Strengthens back and legs,153.96,"Core, Shoulders, Legs",Bench or Sturdy Surface,Advanced,Chest,Grip Strength,Military press,33.8170742631909,2292.26,0.499576836833518,1.0091832229580575,0.7278758803715424,0.8341730422342477,1132.41,74.93656316270703,449.5632,1.0671133012376506e+17,Low
35.68,Male,59.08,1.75,177.99,127.94,57.82,1.0,1211.1,HIIT,20.038900327711453,2.32,2.98,1.01,19.29,2.01,0.01,260.19,105.19,69.42,1536.0,Other,Snack,Low-Carb,44.27,920.15,194.75,249.41,Fried,41.03,17.81,3.79,Flutter Kicks,4.0,14.82,Improves unilateral leg strength and balance,338.22,"Core, Shoulders, Hips",Bench or Step,Intermediate,Forearms,Lower Chest,Close-grip bench press,19.29142857142857,2086.3,0.4988544312898432,1.7804671631685849,0.5835066988433053,0.718804427215012,324.9000000000001,47.24101768638808,676.44,6.539243550471255e+19,Medium
58.05,Male,46.14,1.67,187.16,128.27,70.09,1.27,1373.89,Strength,21.182360727651123,1.8,4.01,2.02,16.54,2.01,3.98,414.09,165.36,110.16,1305.0,Other,Breakfast,Vegan,4.61,582.6,123.0,297.71,Fried,21.24,93.08,1.02,Push Ups,4.01,15.01,Builds lower body power and endurance,361.51,"Lower Abs, Hip Flexors",Pull-up Bar,Intermediate,Arms,Lower,Chest flyes,16.544157194592852,3309.24,0.5005258004859121,3.583875162548765,0.4969676262065431,0.6853494336396667,-68.8900000000001,36.36645876026177,918.2354,1.1265842836066787e+20,Very High
26.94,Male,76.01,1.97,180.11,165.1,61.09,1.13,1367.3,HIIT,23.363190741543274,2.29,1.99,1.0,19.59,2.02,1.0,300.61,121.27,80.6,2091.0,Other,Dinner,Balanced,33.32,621.67,35.06,365.6,Steamed,55.54,62.85,4.28,Kettlebell Swings,5.0,21.0,Activates and strengthens glutes,352.95,"Legs, Shoulders, Core",Parallel Bars or Chair,Beginner,Arms,Wrist Flexors,Dumbbell flyes,19.585663119379525,2412.92,0.4983339688012864,1.595447967372714,0.8738867417240799,0.9166620398645272,723.7,58.25163871735296,797.6669999999999,9.262960157987625e+19,High
47.98,Male,113.97,1.86,175.22,141.5,55.92,1.36,1195.71,Cardio,34.22038915983816,3.6,3.03,1.0,32.94,3.0,-0.0,279.59,113.04,75.19,3099.0,Other,Dinner,Low-Carb,35.29,1173.11,227.9,255.2,Steamed,40.56,108.92,2.28,Push Ups,4.99,23.95,Improves unilateral leg strength and balance,350.45,"Legs, Core",Dumbbells or Barbell,Intermediate,Abs,Lateral,Barbell hip thrusts,32.9431148109608,2247.23,0.4976615655718372,0.9918399578836536,0.7173512154233026,0.8075562150439448,1903.29,74.96902247453245,953.224,8.740429506435998e+19,High
48.1,Male,94.78,1.7,188.96,139.71,64.32,1.01,1090.8,Strength,32.42519124199886,3.51,2.99,2.0,32.8,2.99,0.01,284.24,113.32,76.18,2687.0,Other,Dinner,Paleo,22.97,1741.01,110.54,185.75,Baked,23.22,119.09,3.5,Inverted Rows,4.99,16.0,Improves flexibility,347.02,"Legs, Shoulders, Core",Step or Box,Advanced,Abs,Lower,Seated calf raises,32.79584775086506,2275.86,0.499573787491322,1.1956108883730745,0.6048620025673942,0.7393628281117697,1596.2,64.04740374083349,700.9803999999999,8.065690866442717e+19,Medium
35.91,Female,110.39,1.78,190.89,155.86,73.93,1.19,1177.03,Strength,34.5045467948476,3.41,1.99,1.0,34.84,2.98,0.02,306.96,122.23,81.69,2869.0,Other,Dinner,Keto,47.35,1973.85,250.35,164.61,Fried,20.49,62.41,2.77,Bicycle Crunches,4.01,23.1,Targets biceps and forearms,368.91,"Back, Core, Shoulders",Cable Machine,Advanced,Legs,Lateral,Leg press,34.84092917560914,2451.9700000000003,0.5007565345416134,1.1072560920373222,0.7004958960328319,0.8164911729268166,1691.97,72.30043079316773,878.0058,1.3293965745308955e+20,Very High
42.83,Male,81.84,1.84,187.12,142.27,49.95,1.22,1317.6,Strength,23.892322323127367,3.1,3.99,2.0,24.17,3.0,0.03,156.77,61.97,41.53,2301.0,Other,Snack,Paleo,8.25,1438.01,125.16,387.48,Steamed,5.82,92.86,2.06,Russian Twists,4.99,24.03,Improves shoulder health and posture,369.13,"Legs, Core",Cable Machine or Resistance Band,Advanced,Forearms,Wrist Extensors,Bird dog,24.17296786389414,1248.73,0.5021742089963404,0.7572091886608016,0.6730334621272873,0.7603142368533562,983.4,62.286523410752565,900.6772,1.3358871499314989e+20,Very High
41.15,Female,64.99,1.57,166.22,123.35,52.87,1.05,1384.84,HIIT,26.062049402916664,2.43,4.0,1.99,26.37,3.0,0.0,293.43,116.43,78.06,1690.0,Other,Lunch,Low-Carb,37.72,946.58,56.41,124.5,Fried,19.56,28.67,4.08,Kettlebell Swings,4.0,24.02,Isolates and strengthens triceps,334.04,"Quadriceps, Calves, Glutes",Resistance Band,Advanced,Shoulders,Lower Chest,Leg press,26.36618118382084,2341.98,0.501165680321779,1.7915063855977844,0.6217909131010145,0.7420887979785826,305.1600000000001,48.05227409304445,701.484,5.907680832951638e+19,Low
58.12,Female,74.17,1.75,193.05,136.71,57.95,1.09,1079.1,Strength,25.997171011996976,2.89,2.01,1.0,24.22,4.02,-0.02,200.1,78.98,52.26,1867.0,Other,Breakfast,Low-Carb,42.1,1872.55,59.97,466.45,Baked,10.79,75.79,2.98,Plank,3.99,18.01,Strengthens back and improves posture,333.21,Quadriceps,Box or Platform,Advanced,Back,Triceps,Plate pinch,24.21877551020408,1586.66,0.5044559010752147,1.0648510179317785,0.5829755736491488,0.7081585081585081,787.9000000000001,54.88789826040184,726.3978,5.788856491299472e+19,Low
